dim,deg,parallel_depth,max_cpu,avg_time
2,17,8,40,0.037799739837646486
2,18,0,1,0.04579589366912842
2,18,1,2,0.04419851303100586
2,18,1,4,0.04355418682098389
2,18,1,6,0.04080455303192139
2,18,1,8,0.040784144401550294
2,18,1,10,0.04062328338623047
2,18,1,12,0.04023125171661377
2,18,1,14,0.04202449321746826
2,18,1,16,0.0417741060256958
2,18,1,18,0.04236702919006348
2,18,1,20,0.040722203254699704
2,18,1,22,0.04295468330383301
2,18,1,24,0.04258139133453369
2,18,1,26,0.04339492321014404
2,18,1,28,0.04171726703643799
2,18,1,30,0.04316060543060303
2,18,1,32,0.04055421352386475
2,18,1,34,0.04153890609741211
2,18,1,36,0.040752291679382324
2,18,1,38,0.042489361763000486
2,18,1,40,0.041033697128295896
2,18,2,2,0.04294886589050293
2,18,2,4,0.03800404071807861
2,18,2,6,0.036878347396850586
2,18,2,8,0.03960585594177246
2,18,2,10,0.04063727855682373
2,18,2,12,0.04272856712341309
2,18,2,14,0.04473056793212891
2,18,2,16,0.04370779991149902
2,18,2,18,0.04346597194671631
2,18,2,20,0.04229550361633301
2,18,2,22,0.045217585563659665
2,18,2,24,0.04542057514190674
2,18,2,26,0.044028401374816895
2,18,2,28,0.04573655128479004
2,18,2,30,0.04244296550750733
2,18,2,32,0.04491293430328369
2,18,2,34,0.04585542678833008
2,18,2,36,0.04308397769927978
2,18,2,38,0.040271449089050296
2,18,2,40,0.04420347213745117
2,18,3,2,0.044413399696350095
2,18,3,4,0.03529856204986572
2,18,3,6,0.03372964859008789
2,18,3,8,0.03578629493713379
2,18,3,10,0.037720870971679685
2,18,3,12,0.03980607986450195
2,18,3,14,0.04216797351837158
2,18,3,16,0.04332122802734375
2,18,3,18,0.0447077751159668
2,18,3,20,0.041733932495117185
2,18,3,22,0.043387627601623534
2,18,3,24,0.0426419734954834
2,18,3,26,0.04315428733825684
2,18,3,28,0.04538650512695312
2,18,3,30,0.04408106803894043
2,18,3,32,0.04485275745391846
2,18,3,34,0.04522833824157715
2,18,3,36,0.0439685583114624
2,18,3,38,0.04237606525421143
2,18,3,40,0.042932534217834474
2,18,4,2,0.04286360740661621
2,18,4,4,0.03153655529022217
2,18,4,6,0.028499698638916014
2,18,4,8,0.031163692474365234
2,18,4,10,0.03840994834899902
2,18,4,12,0.04064121246337891
2,18,4,14,0.04653301239013672
2,18,4,16,0.044980740547180174
2,18,4,18,0.04244959354400635
2,18,4,20,0.04652471542358398
2,18,4,22,0.04253153800964356
2,18,4,24,0.0379425048828125
2,18,4,26,0.04441003799438477
2,18,4,28,0.045097756385803225
2,18,4,30,0.04096331596374512
2,18,4,32,0.047365546226501465
2,18,4,34,0.046820759773254395
2,18,4,36,0.04796502590179443
2,18,4,38,0.04729185104370117
2,18,4,40,0.045197582244873045
2,18,5,2,0.04352424144744873
2,18,5,4,0.031786108016967775
2,18,5,6,0.03207564353942871
2,18,5,8,0.031738448143005374
2,18,5,10,0.036317753791809085
2,18,5,12,0.041482186317443846
2,18,5,14,0.04339120388031006
2,18,5,16,0.04557499885559082
2,18,5,18,0.04841272830963135
2,18,5,20,0.04563717842102051
2,18,5,22,0.04473235607147217
2,18,5,24,0.04171617031097412
2,18,5,26,0.04535684585571289
2,18,5,28,0.04992055892944336
2,18,5,30,0.04593069553375244
2,18,5,32,0.04423799514770508
2,18,5,34,0.050164437294006346
2,18,5,36,0.04463119506835937
2,18,5,38,0.0463792085647583
2,18,5,40,0.04777376651763916
2,18,6,2,0.04163944721221924
2,18,6,4,0.033205246925354
2,18,6,6,0.03143572807312012
2,18,6,8,0.03243701457977295
2,18,6,10,0.038776302337646486
2,18,6,12,0.04088282585144043
2,18,6,14,0.04356520175933838
2,18,6,16,0.047333598136901855
2,18,6,18,0.047971558570861814
2,18,6,20,0.04676928520202637
2,18,6,22,0.045779991149902347
2,18,6,24,0.04877374172210693
2,18,6,26,0.04654006958007813
2,18,6,28,0.04963231086730957
2,18,6,30,0.04715950489044189
2,18,6,32,0.04723224639892578
2,18,6,34,0.04642484188079834
2,18,6,36,0.045139217376708986
2,18,6,38,0.04715697765350342
2,18,6,40,0.04541027545928955
2,18,7,2,0.04205398559570313
2,18,7,4,0.031232690811157225
2,18,7,6,0.02784256935119629
2,18,7,8,0.033663177490234376
2,18,7,10,0.03995521068572998
2,18,7,12,0.04296767711639404
2,18,7,14,0.04293544292449951
2,18,7,16,0.047658133506774905
2,18,7,18,0.04687371253967285
2,18,7,20,0.04896118640899658
2,18,7,22,0.04529669284820557
2,18,7,24,0.04651398658752441
2,18,7,26,0.04666471481323242
2,18,7,28,0.04908895492553711
2,18,7,30,0.04546589851379394
2,18,7,32,0.04770457744598389
2,18,7,34,0.04687280654907226
2,18,7,36,0.04672043323516846
2,18,7,38,0.04989960193634033
2,18,7,40,0.04912436008453369
2,18,8,2,0.04563198089599609
2,18,8,4,0.0318183183670044
2,18,8,6,0.032660722732543945
2,18,8,8,0.03651862144470215
2,18,8,10,0.038379335403442384
2,18,8,12,0.04120454788208008
2,18,8,14,0.043834471702575685
2,18,8,16,0.043824505805969236
2,18,8,18,0.04712841510772705
2,18,8,20,0.04656543731689453
2,18,8,22,0.0438502311706543
2,18,8,24,0.04674680233001709
2,18,8,26,0.04611945152282715
2,18,8,28,0.04264204502105713
2,18,8,30,0.046464276313781736
2,18,8,32,0.0440974235534668
2,18,8,34,0.04681706428527832
2,18,8,36,0.044401693344116214
2,18,8,38,0.050801444053649905
2,18,8,40,0.04621820449829102
2,19,0,1,0.04189984798431397
2,19,1,2,0.04143819808959961
2,19,1,4,0.036486268043518066
2,19,1,6,0.03729183673858642
2,19,1,8,0.03467438220977783
2,19,1,10,0.03728327751159668
2,19,1,12,0.03539230823516846
2,19,1,14,0.03631443977355957
2,19,1,16,0.036877989768981934
2,19,1,18,0.03621101379394531
2,19,1,20,0.036217474937438966
2,19,1,22,0.03445935249328613
2,19,1,24,0.0354882001876831
2,19,1,26,0.03393330574035645
2,19,1,28,0.034862518310546875
2,19,1,30,0.03559861183166504
2,19,1,32,0.03684868812561035
2,19,1,34,0.038344955444335936
2,19,1,36,0.03835539817810059
2,19,1,38,0.033509469032287596
2,19,1,40,0.03399941921234131
2,19,2,2,0.03906271457672119
2,19,2,4,0.03211057186126709
2,19,2,6,0.032454276084899904
2,19,2,8,0.03695247173309326
2,19,2,10,0.036690807342529295
2,19,2,12,0.039742350578308105
2,19,2,14,0.03832666873931885
2,19,2,16,0.04171731472015381
2,19,2,18,0.04329757690429688
2,19,2,20,0.04108359813690186
2,19,2,22,0.03987941741943359
2,19,2,24,0.04129877090454102
2,19,2,26,0.03868188858032227
2,19,2,28,0.04060533046722412
2,19,2,30,0.04288063049316406
2,19,2,32,0.039470863342285153
2,19,2,34,0.04283902645111084
2,19,2,36,0.03954031467437744
2,19,2,38,0.04037685394287109
2,19,2,40,0.041419029235839844
2,19,3,2,0.038162827491760254
2,19,3,4,0.03118419647216797
2,19,3,6,0.029511022567749023
2,19,3,8,0.03395106792449951
2,19,3,10,0.037105441093444824
2,19,3,12,0.03762960433959961
2,19,3,14,0.039481186866760255
2,19,3,16,0.04172041416168213
2,19,3,18,0.039502930641174314
2,19,3,20,0.038665485382080075
2,19,3,22,0.038727736473083495
2,19,3,24,0.040467143058776855
2,19,3,26,0.04488506317138672
2,19,3,28,0.040812325477600095
2,19,3,30,0.03827095031738281
2,19,3,32,0.03814630508422852
2,19,3,34,0.039432740211486815
2,19,3,36,0.03812685012817383
2,19,3,38,0.039124679565429685
2,19,3,40,0.037760448455810544
2,19,4,2,0.041022658348083496
2,19,4,4,0.029360342025756835
2,19,4,6,0.024989724159240723
2,19,4,8,0.029544258117675783
2,19,4,10,0.03578639030456543
2,19,4,12,0.0387253999710083
2,19,4,14,0.03688948154449463
2,19,4,16,0.04118854999542236
2,19,4,18,0.037357640266418454
2,19,4,20,0.0427032470703125
2,19,4,22,0.04043679237365723
2,19,4,24,0.04073998928070068
2,19,4,26,0.03901562690734863
2,19,4,28,0.04094533920288086
2,19,4,30,0.040288996696472165
2,19,4,32,0.041868853569030764
2,19,4,34,0.04379723072052002
2,19,4,36,0.04217705726623535
2,19,4,38,0.040602493286132815
2,19,4,40,0.03926043510437012
2,19,5,2,0.03842093944549561
2,19,5,4,0.02690284252166748
2,19,5,6,0.029041576385498046
2,19,5,8,0.03067615032196045
2,19,5,10,0.03286921977996826
2,19,5,12,0.03655998706817627
2,19,5,14,0.03930463790893555
2,19,5,16,0.04097774028778076
2,19,5,18,0.04272456169128418
2,19,5,20,0.04183661937713623
2,19,5,22,0.039744901657104495
2,19,5,24,0.04009599685668945
2,19,5,26,0.042473006248474124
2,19,5,28,0.04075908660888672
2,19,5,30,0.039949440956115724
2,19,5,32,0.040460062026977536
2,19,5,34,0.04107985496520996
2,19,5,36,0.042880010604858396
2,19,5,38,0.03738858699798584
2,19,5,40,0.03913445472717285
2,19,6,2,0.041584110260009764
2,19,6,4,0.027766990661621093
2,19,6,6,0.02623305320739746
2,19,6,8,0.02818121910095215
2,19,6,10,0.03279886245727539
2,19,6,12,0.036507821083068846
2,19,6,14,0.03979370594024658
2,19,6,16,0.03952436447143555
2,19,6,18,0.039731836318969725
2,19,6,20,0.04039137363433838
2,19,6,22,0.03870637416839599
2,19,6,24,0.04293055534362793
2,19,6,26,0.0412541389465332
2,19,6,28,0.04036123752593994
2,19,6,30,0.04133901596069336
2,19,6,32,0.04028036594390869
2,19,6,34,0.04148404598236084
2,19,6,36,0.04113774299621582
2,19,6,38,0.039861869812011716
2,19,6,40,0.04041464328765869
2,19,7,2,0.03974263668060303
2,19,7,4,0.027634167671203615
2,19,7,6,0.02675330638885498
2,19,7,8,0.027520513534545897
2,19,7,10,0.030453062057495116
2,19,7,12,0.034740447998046875
2,19,7,14,0.03769431114196777
2,19,7,16,0.04189269542694092
2,19,7,18,0.041077494621276855
2,19,7,20,0.042963385581970215
2,19,7,22,0.037250399589538574
2,19,7,24,0.03911612033843994
2,19,7,26,0.04006621837615967
2,19,7,28,0.041738700866699216
2,19,7,30,0.03779878616333008
2,19,7,32,0.04198346138000488
2,19,7,34,0.04197738170623779
2,19,7,36,0.03997423648834229
2,19,7,38,0.038709402084350586
2,19,7,40,0.04139201641082764
2,19,8,2,0.043677783012390135
2,19,8,4,0.02892425060272217
2,19,8,6,0.025985097885131835
2,19,8,8,0.030199527740478516
2,19,8,10,0.03179342746734619
2,19,8,12,0.038495445251464845
2,19,8,14,0.03913581371307373
2,19,8,16,0.03785421848297119
2,19,8,18,0.04034082889556885
2,19,8,20,0.040318632125854494
2,19,8,22,0.03867216110229492
2,19,8,24,0.03858847618103027
2,19,8,26,0.043633031845092776
2,19,8,28,0.04259481430053711
2,19,8,30,0.038712143898010254
2,19,8,32,0.040175247192382815
2,19,8,34,0.039516544342041014
2,19,8,36,0.041648697853088376
2,19,8,38,0.04324526786804199
2,19,8,40,0.04130878448486328
2,20,0,1,0.04355995655059815
2,20,1,2,0.040184950828552245
2,20,1,4,0.03459768295288086
2,20,1,6,0.03376657962799072
2,20,1,8,0.03296377658843994
2,20,1,10,0.035773849487304686
2,20,1,12,0.03543357849121094
2,20,1,14,0.0367586612701416
2,20,1,16,0.03728220462799072
2,20,1,18,0.03794419765472412
2,20,1,20,0.035702633857727054
2,20,1,22,0.03630919456481933
2,20,1,24,0.03537163734436035
2,20,1,26,0.036204195022583006
2,20,1,28,0.03404231071472168
2,20,1,30,0.03475079536437988
2,20,1,32,0.03590514659881592
2,20,1,34,0.03491513729095459
2,20,1,36,0.03565013408660889
2,20,1,38,0.03502535820007324
2,20,1,40,0.03432352542877197
2,20,2,2,0.03932414054870605
2,20,2,4,0.02920377254486084
2,20,2,6,0.032367897033691403
2,20,2,8,0.03373730182647705
2,20,2,10,0.03504812717437744
2,20,2,12,0.03705263137817383
2,20,2,14,0.03860914707183838
2,20,2,16,0.036952757835388185
2,20,2,18,0.03870232105255127
2,20,2,20,0.03878896236419678
2,20,2,22,0.04150147438049316
2,20,2,24,0.037692928314208986
2,20,2,26,0.03916788101196289
2,20,2,28,0.03751983642578125
2,20,2,30,0.037714910507202146
2,20,2,32,0.038885760307312014
2,20,2,34,0.03565592765808105
2,20,2,36,0.03865914344787598
2,20,2,38,0.04038417339324951
2,20,2,40,0.03806049823760986
2,20,3,2,0.037714910507202146
2,20,3,4,0.028372573852539062
2,20,3,6,0.025477170944213867
2,20,3,8,0.028237414360046387
2,20,3,10,0.033905434608459475
2,20,3,12,0.033625125885009766
2,20,3,14,0.03435118198394775
2,20,3,16,0.03743419647216797
2,20,3,18,0.03716518878936768
2,20,3,20,0.036983609199523926
2,20,3,22,0.039801836013793945
2,20,3,24,0.039298391342163085
2,20,3,26,0.03684568405151367
2,20,3,28,0.04188075065612793
2,20,3,30,0.04052588939666748
2,20,3,32,0.035610318183898926
2,20,3,34,0.03541476726531982
2,20,3,36,0.03958272933959961
2,20,3,38,0.03699705600738525
2,20,3,40,0.03674306869506836
2,20,4,2,0.03999803066253662
2,20,4,4,0.028223633766174316
2,20,4,6,0.026850366592407228
2,20,4,8,0.027808475494384765
2,20,4,10,0.029599332809448244
2,20,4,12,0.03593254089355469
2,20,4,14,0.033480477333068845
2,20,4,16,0.03800101280212402
2,20,4,18,0.03859817981719971
2,20,4,20,0.03574185371398926
2,20,4,22,0.038315200805664064
2,20,4,24,0.038848137855529784
2,20,4,26,0.03966755867004394
2,20,4,28,0.03581483364105224
2,20,4,30,0.03570427894592285
2,20,4,32,0.04035272598266602
2,20,4,34,0.03686261177062988
2,20,4,36,0.03990633487701416
2,20,4,38,0.03926563262939453
2,20,4,40,0.03933496475219726
2,20,5,2,0.04081137180328369
2,20,5,4,0.027565693855285643
2,20,5,6,0.02477297782897949
2,20,5,8,0.02638874053955078
2,20,5,10,0.030362415313720702
2,20,5,12,0.03340017795562744
2,20,5,14,0.036342072486877444
2,20,5,16,0.03909637928009033
2,20,5,18,0.036797308921813966
2,20,5,20,0.03914577960968017
2,20,5,22,0.03967604637145996
2,20,5,24,0.03596286773681641
2,20,5,26,0.04106948375701904
2,20,5,28,0.03851633071899414
2,20,5,30,0.03747460842132568
2,20,5,32,0.04050853252410889
2,20,5,34,0.042396831512451175
2,20,5,36,0.04077608585357666
2,20,5,38,0.03834373950958252
2,20,5,40,0.035898661613464354
2,20,6,2,0.0396268367767334
2,20,6,4,0.027073097229003907
2,20,6,6,0.02468545436859131
2,20,6,8,0.025056934356689452
2,20,6,10,0.029517626762390135
2,20,6,12,0.036008810997009276
2,20,6,14,0.03792781829833984
2,20,6,16,0.039012026786804196
2,20,6,18,0.03814606666564942
2,20,6,20,0.03792760372161865
2,20,6,22,0.04095392227172852
2,20,6,24,0.036924219131469725
2,20,6,26,0.03946378231048584
2,20,6,28,0.03685648441314697
2,20,6,30,0.03987021446228027
2,20,6,32,0.038730955123901366
2,20,6,34,0.04077966213226318
2,20,6,36,0.039716482162475586
2,20,6,38,0.04028451442718506
2,20,6,40,0.03892979621887207
2,20,7,2,0.04018125534057617
2,20,7,4,0.02905163764953613
2,20,7,6,0.02441563606262207
2,20,7,8,0.02693018913269043
2,20,7,10,0.032141685485839844
2,20,7,12,0.03381609916687012
2,20,7,14,0.03617708683013916
2,20,7,16,0.03801722526550293
2,20,7,18,0.03876273632049561
2,20,7,20,0.03953664302825928
2,20,7,22,0.03869373798370361
2,20,7,24,0.03988151550292969
2,20,7,26,0.04246020317077637
2,20,7,28,0.03609235286712646
2,20,7,30,0.04022116661071777
2,20,7,32,0.037575292587280276
2,20,7,34,0.037012553215026854
2,20,7,36,0.03938469886779785
2,20,7,38,0.037149882316589354
2,20,7,40,0.03886387348175049
2,20,8,2,0.03930594921112061
2,20,8,4,0.02631373405456543
2,20,8,6,0.02477579116821289
2,20,8,8,0.027186894416809083
2,20,8,10,0.02764759063720703
2,20,8,12,0.03559613227844238
2,20,8,14,0.03934202194213867
2,20,8,16,0.03700442314147949
2,20,8,18,0.03790736198425293
2,20,8,20,0.03993897438049317
2,20,8,22,0.0390512228012085
2,20,8,24,0.03941433429718018
2,20,8,26,0.03947324752807617
2,20,8,28,0.03886590003967285
2,20,8,30,0.03970203399658203
2,20,8,32,0.03913557529449463
2,20,8,34,0.03897716999053955
2,20,8,36,0.037967348098754884
2,20,8,38,0.03827085494995117
2,20,8,40,0.03918676376342774
2,21,0,1,0.039971446990966795
2,21,1,2,0.03956725597381592
2,21,1,4,0.03640789985656738
2,21,1,6,0.0361081600189209
2,21,1,8,0.03734734058380127
2,21,1,10,0.03843426704406738
2,21,1,12,0.03619077205657959
2,21,1,14,0.03500485420227051
2,21,1,16,0.03749153614044189
2,21,1,18,0.03768622875213623
2,21,1,20,0.03728303909301758
2,21,1,22,0.03715493679046631
2,21,1,24,0.03614418506622315
2,21,1,26,0.03513834476470947
2,21,1,28,0.03457753658294678
2,21,1,30,0.035820817947387694
2,21,1,32,0.03761606216430664
2,21,1,34,0.0385814905166626
2,21,1,36,0.03535094261169434
2,21,1,38,0.0359250545501709
2,21,1,40,0.03504912853240967
2,21,2,2,0.04039149284362793
2,21,2,4,0.031820487976074216
2,21,2,6,0.033275723457336426
2,21,2,8,0.03773465156555176
2,21,2,10,0.03620598316192627
2,21,2,12,0.04100372791290283
2,21,2,14,0.039982151985168454
2,21,2,16,0.03503193855285645
2,21,2,18,0.03736686706542969
2,21,2,20,0.03828539848327637
2,21,2,22,0.04112231731414795
2,21,2,24,0.03793215751647949
2,21,2,26,0.03726046085357666
2,21,2,28,0.03650500774383545
2,21,2,30,0.038056468963623045
2,21,2,32,0.038361549377441406
2,21,2,34,0.03856215476989746
2,21,2,36,0.03744349479675293
2,21,2,38,0.037972664833068846
2,21,2,40,0.038222861289978025
2,21,3,2,0.03729248046875
2,21,3,4,0.027982354164123535
2,21,3,6,0.026784062385559082
2,21,3,8,0.030263328552246095
2,21,3,10,0.03242447376251221
2,21,3,12,0.0354466438293457
2,21,3,14,0.037151455879211426
2,21,3,16,0.03895161151885986
2,21,3,18,0.04059226512908935
2,21,3,20,0.042300868034362796
2,21,3,22,0.040215802192687986
2,21,3,24,0.03845245838165283
2,21,3,26,0.038454651832580566
2,21,3,28,0.04157564640045166
2,21,3,30,0.04121253490447998
2,21,3,32,0.038272428512573245
2,21,3,34,0.039604687690734865
2,21,3,36,0.03948369026184082
2,21,3,38,0.03975939750671387
2,21,3,40,0.04081618785858154
2,21,4,2,0.03789334297180176
2,21,4,4,0.02990751266479492
2,21,4,6,0.026679730415344237
2,21,4,8,0.02899165153503418
2,21,4,10,0.03251636028289795
2,21,4,12,0.03909909725189209
2,21,4,14,0.03996927738189697
2,21,4,16,0.040026736259460446
2,21,4,18,0.042015600204467776
2,21,4,20,0.03696110248565674
2,21,4,22,0.038430213928222656
2,21,4,24,0.041325950622558595
2,21,4,26,0.04226329326629639
2,21,4,28,0.041555356979370114
2,21,4,30,0.04368879795074463
2,21,4,32,0.043768787384033205
2,21,4,34,0.03957414627075195
2,21,4,36,0.039530277252197266
2,21,4,38,0.04146265983581543
2,21,4,40,0.0402418851852417
2,21,5,2,0.037377452850341795
2,21,5,4,0.027407407760620117
2,21,5,6,0.02607388496398926
2,21,5,8,0.02641468048095703
2,21,5,10,0.03212494850158691
2,21,5,12,0.03741445541381836
2,21,5,14,0.038612866401672365
2,21,5,16,0.039285588264465335
2,21,5,18,0.04165558815002442
2,21,5,20,0.04138429164886474
2,21,5,22,0.04061267375946045
2,21,5,24,0.03913869857788086
2,21,5,26,0.03995239734649658
2,21,5,28,0.042181873321533205
2,21,5,30,0.04169185161590576
2,21,5,32,0.038591551780700686
2,21,5,34,0.04235353469848633
2,21,5,36,0.0397191047668457
2,21,5,38,0.04244198799133301
2,21,5,40,0.041120362281799314
2,21,6,2,0.03819806575775146
2,21,6,4,0.028922128677368163
2,21,6,6,0.02574632167816162
2,21,6,8,0.027974796295166016
2,21,6,10,0.035221195220947264
2,21,6,12,0.034826231002807614
2,21,6,14,0.03793191909790039
2,21,6,16,0.03838589191436768
2,21,6,18,0.038797307014465335
2,21,6,20,0.039425230026245116
2,21,6,22,0.0448171854019165
2,21,6,24,0.04388127326965332
2,21,6,26,0.040995240211486816
2,21,6,28,0.0412564754486084
2,21,6,30,0.04396290779113769
2,21,6,32,0.042815780639648436
2,21,6,34,0.0423236608505249
2,21,6,36,0.04068450927734375
2,21,6,38,0.042969274520874026
2,21,6,40,0.042161178588867185
2,21,7,2,0.03856778144836426
2,21,7,4,0.025822830200195313
2,21,7,6,0.026317262649536134
2,21,7,8,0.026548385620117188
2,21,7,10,0.03073451519012451
2,21,7,12,0.03444452285766601
2,21,7,14,0.03759090900421143
2,21,7,16,0.04147696495056152
2,21,7,18,0.0431098461151123
2,21,7,20,0.04089045524597168
2,21,7,22,0.038341093063354495
2,21,7,24,0.04052436351776123
2,21,7,26,0.041715812683105466
2,21,7,28,0.03868975639343262
2,21,7,30,0.04202678203582764
2,21,7,32,0.04292588233947754
2,21,7,34,0.04091689586639404
2,21,7,36,0.04242250919342041
2,21,7,38,0.04107949733734131
2,21,7,40,0.040424656867980954
2,21,8,2,0.04062542915344238
2,21,8,4,0.026689743995666503
2,21,8,6,0.0263502836227417
2,21,8,8,0.0284376859664917
2,21,8,10,0.03433866500854492
2,21,8,12,0.036832785606384276
2,21,8,14,0.039981293678283694
2,21,8,16,0.04120173454284668
2,21,8,18,0.04126255512237549
2,21,8,20,0.042687487602233884
2,21,8,22,0.03922901153564453
2,21,8,24,0.03949615955352783
2,21,8,26,0.03848786354064941
2,21,8,28,0.040447354316711426
2,21,8,30,0.04035234451293945
2,21,8,32,0.04060511589050293
2,21,8,34,0.042496752738952634
2,21,8,36,0.04031713008880615
2,21,8,38,0.03846542835235596
2,21,8,40,0.039385437965393066
2,22,0,1,0.06142480373382568
2,22,1,2,0.05638201236724853
2,22,1,4,0.05058157444000244
2,22,1,6,0.0498828649520874
2,22,1,8,0.049298214912414554
2,22,1,10,0.047675681114196775
2,22,1,12,0.04872167110443115
2,22,1,14,0.0494269847869873
2,22,1,16,0.05048305988311767
2,22,1,18,0.04882171154022217
2,22,1,20,0.0498215913772583
2,22,1,22,0.050069022178649905
2,22,1,24,0.05087416172027588
2,22,1,26,0.04870045185089111
2,22,1,28,0.04737112522125244
2,22,1,30,0.04932911396026611
2,22,1,32,0.05031285285949707
2,22,1,34,0.04756176471710205
2,22,1,36,0.04998593330383301
2,22,1,38,0.051334381103515625
2,22,1,40,0.048293542861938474
2,22,2,2,0.05372843742370605
2,22,2,4,0.042145800590515134
2,22,2,6,0.042293453216552736
2,22,2,8,0.04310441017150879
2,22,2,10,0.04859981536865234
2,22,2,12,0.0518625020980835
2,22,2,14,0.05071115493774414
2,22,2,16,0.051572418212890624
2,22,2,18,0.04917356967926025
2,22,2,20,0.04576718807220459
2,22,2,22,0.05247056484222412
2,22,2,24,0.04941658973693848
2,22,2,26,0.05007901191711426
2,22,2,28,0.05286078453063965
2,22,2,30,0.051153159141540526
2,22,2,32,0.049095654487609865
2,22,2,34,0.04834434986114502
2,22,2,36,0.0483015775680542
2,22,2,38,0.0481278657913208
2,22,2,40,0.051689672470092776
2,22,3,2,0.05529935359954834
2,22,3,4,0.04046428203582764
2,22,3,6,0.03497326374053955
2,22,3,8,0.03587751388549805
2,22,3,10,0.03884344100952149
2,22,3,12,0.04255721569061279
2,22,3,14,0.044938087463378906
2,22,3,16,0.04700925350189209
2,22,3,18,0.046419191360473636
2,22,3,20,0.0477616548538208
2,22,3,22,0.05132360458374023
2,22,3,24,0.05085608959197998
2,22,3,26,0.047889542579650876
2,22,3,28,0.04839804172515869
2,22,3,30,0.04789841175079346
2,22,3,32,0.05058629512786865
2,22,3,34,0.05016038417816162
2,22,3,36,0.048203229904174805
2,22,3,38,0.047214603424072264
2,22,3,40,0.05090675354003906
2,22,4,2,0.056372666358947755
2,22,4,4,0.03653311729431152
2,22,4,6,0.033994626998901364
2,22,4,8,0.032731246948242185
2,22,4,10,0.03571603298187256
2,22,4,12,0.040232157707214354
2,22,4,14,0.04570703506469727
2,22,4,16,0.04583580493927002
2,22,4,18,0.046172499656677246
2,22,4,20,0.04761664867401123
2,22,4,22,0.04988594055175781
2,22,4,24,0.04891993999481201
2,22,4,26,0.049953651428222653
2,22,4,28,0.0497023344039917
2,22,4,30,0.04619624614715576
2,22,4,32,0.04693193435668945
2,22,4,34,0.04568374156951904
2,22,4,36,0.04571125507354736
2,22,4,38,0.051230978965759275
2,22,4,40,0.04892568588256836
2,22,5,2,0.05569133758544922
2,22,5,4,0.03714001178741455
2,22,5,6,0.03335053920745849
2,22,5,8,0.034279894828796384
2,22,5,10,0.038302135467529294
2,22,5,12,0.0418917179107666
2,22,5,14,0.04287500381469726
2,22,5,16,0.05180962085723877
2,22,5,18,0.04988918304443359
2,22,5,20,0.05139539241790771
2,22,5,22,0.05021333694458008
2,22,5,24,0.049689507484436034
2,22,5,26,0.04940633773803711
2,22,5,28,0.050579833984375
2,22,5,30,0.050313496589660646
2,22,5,32,0.04803457260131836
2,22,5,34,0.049588990211486814
2,22,5,36,0.047936415672302245
2,22,5,38,0.048486518859863284
2,22,5,40,0.048668503761291504
2,22,6,2,0.057074546813964844
2,22,6,4,0.038306903839111325
2,22,6,6,0.03513858318328857
2,22,6,8,0.03325831890106201
2,22,6,10,0.03641610145568848
2,22,6,12,0.04241821765899658
2,22,6,14,0.04256958961486816
2,22,6,16,0.047652268409729005
2,22,6,18,0.04676475524902344
2,22,6,20,0.05073821544647217
2,22,6,22,0.048895835876464844
2,22,6,24,0.04851384162902832
2,22,6,26,0.0504040002822876
2,22,6,28,0.05008354187011719
2,22,6,30,0.046092104911804196
2,22,6,32,0.047417092323303225
2,22,6,34,0.04725372791290283
2,22,6,36,0.05222129821777344
2,22,6,38,0.049067330360412595
2,22,6,40,0.04737024307250977
2,22,7,2,0.05517258644104004
2,22,7,4,0.03636841773986817
2,22,7,6,0.033201074600219725
2,22,7,8,0.03380928039550781
2,22,7,10,0.041115975379943846
2,22,7,12,0.04346487522125244
2,22,7,14,0.04496145248413086
2,22,7,16,0.049750232696533205
2,22,7,18,0.04901566505432129
2,22,7,20,0.05162935256958008
2,22,7,22,0.0501009464263916
2,22,7,24,0.04991915225982666
2,22,7,26,0.04860532283782959
2,22,7,28,0.050269126892089844
2,22,7,30,0.048481535911560056
2,22,7,32,0.04937906265258789
2,22,7,34,0.047683548927307126
2,22,7,36,0.04947497844696045
2,22,7,38,0.0467876672744751
2,22,7,40,0.04980149269104004
2,22,8,2,0.05914103984832764
2,22,8,4,0.03641853332519531
2,22,8,6,0.03403477668762207
2,22,8,8,0.03648576736450195
2,22,8,10,0.03747389316558838
2,22,8,12,0.041133451461791995
2,22,8,14,0.04243009090423584
2,22,8,16,0.04483330249786377
2,22,8,18,0.050573539733886716
2,22,8,20,0.05219302177429199
2,22,8,22,0.045022892951965335
2,22,8,24,0.050201916694641115
2,22,8,26,0.04875364303588867
2,22,8,28,0.04623091220855713
2,22,8,30,0.048809266090393065
2,22,8,32,0.05172994136810303
2,22,8,34,0.049975037574768066
2,22,8,36,0.051988744735717775
2,22,8,38,0.04958131313323975
2,22,8,40,0.05143668651580811
2,23,0,1,0.04729471206665039
2,23,1,2,0.04696061611175537
2,23,1,4,0.0463270902633667
2,23,1,6,0.04238591194152832
2,23,1,8,0.046044921875
2,23,1,10,0.043701553344726564
2,23,1,12,0.0428633451461792
2,23,1,14,0.04507448673248291
2,23,1,16,0.04432754516601563
2,23,1,18,0.04411749839782715
2,23,1,20,0.045299959182739255
2,23,1,22,0.04346635341644287
2,23,1,24,0.04321303367614746
2,23,1,26,0.042874503135681155
2,23,1,28,0.04608221054077148
2,23,1,30,0.04448885917663574
